unique_key,taxi_id,trip_start_timestamp,trip_end_timestamp,trip_seconds,trip_miles,pickup_census_tract,dropoff_census_tract,pickup_community_area,dropoff_community_area,fare,tips,tolls,extras,trip_total,payment_type,company,pickup_latitude,pickup_longitude,pickup_location,dropoff_latitude,dropoff_longitude,dropoff_location
c4bdb607a36d660c64583508c75998f196786ea9,0caf3d04eb4a2351620c2d5375659a683849bcb01a6ced23e0573796ab119ab77c5c9201881e1245a992bd453a8e82b23c7a36d07f11bc1d57f0cf51321c3638,2017-04-05 16:00:00.000000 UTC,2017-04-05 16:15:00.000000 UTC,300,0.8,17031320100,17031839100,32,32,5.5,1.0,0.0,0.0,6.5,Credit Card,Northwest Management LLC,41.884987192,-87.620992913,POINT (-87.6209929134 41.8849871918),41.880994471,-87.632746489,POINT (-87.6327464887 41.8809944707)
42796c2d3bdad020263aeca4aafc6c1aa1752fb7,829dced7036593da33254d88a2d065c1698fc377e76c93f5401b6421fcb3c618860b632a5932a359a4893a40a0e75a5f3106811716625dd84ff683aff0dd7877,2014-02-04 16:30:00.000000 UTC,2014-02-04 16:30:00.000000 UTC,240,0.8,17031320100,17031839100,32,32,5.05,0.0,0.0,0.0,5.05,Cash,,41.884987192,-87.620992913,POINT (-87.6209929134 41.8849871918),41.880994471,-87.632746489,POINT (-87.6327464887 41.8809944707)
414ac7065d5e2ac685262ce79c18a1c3b631f744,9c8ceb92d9b78208e3ec39ea44cc5de238446d66a18713f8e8614ab79c0044bdd4af83097b92b198f4cfec6c8b87c8ee305344ffeedd2d389447690cfc370b5e,2016-02-18 22:30:00.000000 UTC,2016-02-18 22:45:00.000000 UTC,240,0.0,17031320100,17031839100,32,32,5.25,2.0,0.0,1.5,8.75,Credit Card,Taxi Affiliation Services,41.884987192,-87.620992913,POINT (-87.6209929134 41.8849871918),41.880994471,-87.632746489,POINT (-87.6327464887 41.8809944707)
918085cd0de7d80c89e6c2bb72ca281c3367f6f8,f27369008c4560cb19692d5c983249669201047595aeeb7198da6181c5e3d78b709c1d3c00821801923f5c91394607ed34a0c115118afd57b1b4ecfb47335873,2016-06-15 08:15:00.000000 UTC,2016-06-15 08:30:00.000000 UTC,396,0.8,17031320100,17031839100,32,32,6.0,1.0,,0.0,7.0,Credit Card,Blue Diamond,41.884987192,-87.620992913,POINT (-87.6209929134 41.8849871918),41.880994471,-87.632746489,POINT (-87.6327464887 41.8809944707)
12b57050cfb02e6900af40f8827dc43da118791b,71d3b778f015d6788c66dd1b5e93ae355a1fa55e3e968c61f2f02ca245c5aad2acd4f3b6df6268a4348a57762a2fd3aa35a7758de47bc5fe4cbde723016c8620,2013-05-21 12:15:00.000000 UTC,2013-05-21 12:15:00.000000 UTC,240,0.7,17031320100,17031839100,32,32,4.84,2.0,0.0,0.0,6.84,Credit Card,,41.884987192,-87.620992913,POINT (-87.6209929134 41.8849871918),41.880994471,-87.632746489,POINT (-87.6327464887 41.8809944707)
55c80c2c150f247373a2900dfa1bda2c05d474a3,5144bd19a53ee73cd30332c2b3552c29566d3aca53227073f94443038eb037b65266884f5ce306436f3a26f92d9696536997095d029f61bedb8f98e2b8de9ffa,2014-01-09 11:30:00.000000 UTC,2014-01-09 11:30:00.000000 UTC,480,1.2,17031320100,17031839100,32,32,6.45,0.0,0.0,0.0,6.45,Cash,Taxi Affiliation Services,41.884987192,-87.620992913,POINT (-87.6209929134 41.8849871918),41.880994471,-87.632746489,POINT (-87.6327464887 41.8809944707)
2bad8f5cfc8e2db8a5abc2ed65105169d901f03a,263cdba2db13ebec63cfd4bb145b37d6edaf6ea42a1b4dac11d7996abb777dbbe7f3a6c40066cbc647a3052369ee44e6f7538f450614ff302688659cfeffe45f,2019-09-06 14:00:00.000000 UTC,2019-09-06 14:00:00.000000 UTC,240,0.0,17031320100,17031839100,32,32,4.75,0.0,0.0,0.0,4.75,Cash,Taxi Affiliation Services,41.884987192,-87.620992913,POINT (-87.6209929134 41.8849871918),41.880994471,-87.632746489,POINT (-87.6327464887 41.8809944707)
eaf7d431e11f0e6fb4d0c804dc01c98c888ae7c3,1b93306baac4217c5def354f575c5905b3d93d519385b879534945f16d06e5ca26289fd976555817aa2a6f7628684a3ce1952c0e428886004cc200a1218ffba8,2016-12-12 14:30:00.000000 UTC,2016-12-12 14:30:00.000000 UTC,120,0.0,17031320100,17031839100,32,32,4.25,1.0,0.0,0.0,5.25,Credit Card,Taxi Affiliation Services,41.884987192,-87.620992913,POINT (-87.6209929134 41.8849871918),41.880994471,-87.632746489,POINT (-87.6327464887 41.8809944707)
559c5f1853a0ab6e4d2f3b08ea52070cd87cec62,d092ee0cb44dc6fa5f6757a7ef07181c4ee3d25eed0bc480e60f3be7af6a6fcdf86fc5d5ac6d0874ba2448ed31c4e4a37e97dd36390883dce48a3f525cd3c3b0,2014-12-12 14:15:00.000000 UTC,2014-12-12 14:15:00.000000 UTC,540,0.0,17031320100,17031839100,32,32,5.65,0.0,0.0,0.0,5.65,Cash,Taxi Affiliation Services,41.884987192,-87.620992913,POINT (-87.6209929134 41.8849871918),41.880994471,-87.632746489,POINT (-87.6327464887 41.8809944707)
5a4de9a6dc6a682ca3f3cfba47470a732bf72229,96b3930b29b2941636c0f8b95884a7209e0ca426f9d21c747e05ea7d90a990636e37f627d1454bb6a0dfbff57a8a4d2bfd0451c86fdf753f57a8f864844903f5,2016-06-06 17:45:00.000000 UTC,2016-06-06 17:45:00.000000 UTC,480,0.0,17031320100,17031839100,32,32,7.0,0.0,0.0,0.0,7.0,Cash,Taxi Affiliation Services,41.884987192,-87.620992913,POINT (-87.6209929134 41.8849871918),41.880994471,-87.632746489,POINT (-87.6327464887 41.8809944707)
d7f2db4826ebdd79ba7c09236a38893a13e877c7,85c2bf751a61cfe621a2fb64dd923057f4d818d0adcabdf1903c76fd617a2063cac0b03e084b825c6e326b3ba5d8eae764b15818406673935fa068c22f1d667a,2018-08-09 18:00:00.000000 UTC,2018-08-09 18:15:00.000000 UTC,960,1.4,17031320100,17031839100,32,32,9.5,5.0,0.0,0.0,14.5,Credit Card,Top Cab Affiliation,41.884987192,-87.620992913,POINT (-87.6209929134 41.8849871918),41.880994471,-87.632746489,POINT (-87.6327464887 41.8809944707)
af23dc11896605756d2bd0d73ecfb3668da9bb98,11f73b08790612efe341cf8cf69cadbcb77322937941860d0f0df787aa6cb819aae857d7f1805be77e4439c66455b8f099ca121e59b77b5ffeb02951f0248807,2019-12-04 15:30:00.000000 UTC,2019-12-04 15:45:00.000000 UTC,480,1.2,17031320100,17031839100,32,32,6.5,0.0,0.0,2.5,9.0,Cash,Choice Taxi Association,41.884987192,-87.620992913,POINT (-87.6209929134 41.8849871918),41.880994471,-87.632746489,POINT (-87.6327464887 41.8809944707)
638334801b0fbb0de5852b11633f5242987dc8e4,cce0db1a7cfa2230c7508f8ed397670e5e82bb9f7d22b43aede2daa191ee150f9df992152deed8d0c645058054affb26d32f82a0ddd454f92fe143220a201b72,2015-10-26 12:00:00.000000 UTC,2015-10-26 12:00:00.000000 UTC,439,0.9,17031320100,17031839100,32,32,6.05,0.0,,0.0,6.05,Cash,Yellow Cab,41.884987192,-87.620992913,POINT (-87.6209929134 41.8849871918),41.880994471,-87.632746489,POINT (-87.6327464887 41.8809944707)
c897b9c545f0e56d60a04da8c3011fbd05461eef,57f0023fe4cfe01bb27c863bc5bba5fb272aa21d020aae02d255b458f7086eda78d3d1cf068e63cd7604f5ee7975b8bfc2d044c17719f3d32743085c48b5ca4f,2015-02-24 23:30:00.000000 UTC,2015-02-24 23:30:00.000000 UTC,300,0.9,17031320100,17031839100,32,32,5.45,0.0,0.0,0.0,5.45,Cash,Taxi Affiliation Services,41.884987192,-87.620992913,POINT (-87.6209929134 41.8849871918),41.880994471,-87.632746489,POINT (-87.6327464887 41.8809944707)
6e365c6402dff47954b54b1c7dfe303734789b54,fc68d8f57ebef02a03efc9ed6c5ebd4488403fa6458091b2b8b02861363e1bb00c38faefdd0efed6578ecb869eea8e2ee3666bd5a7b88074368f98d9debca6e5,2015-02-13 11:00:00.000000 UTC,2015-02-13 11:00:00.000000 UTC,300,0.7,17031320100,17031839100,32,32,5.25,0.0,0.0,0.0,5.25,Cash,Choice Taxi Association,41.884987192,-87.620992913,POINT (-87.6209929134 41.8849871918),41.880994471,-87.632746489,POINT (-87.6327464887 41.8809944707)
36fca1500fb4ab5e19d3673b78f1bfa0066848f9,03c67b5eed6a093260975d862d6b318336190cfef635603313667a42d8697ccd79c74d84866d87b4927e3fa82ff8a8cd96478857676b44895fa3f18e73618c3e,2017-04-10 07:30:00.000000 UTC,2017-04-10 07:30:00.000000 UTC,235,0.67,17031320100,17031839100,32,32,5.0,0.0,0.0,0.0,5.0,Cash,Chicago Carriage Cab Corp,41.884987192,-87.620992913,POINT (-87.6209929134 41.8849871918),41.880994471,-87.632746489,POINT (-87.6327464887 41.8809944707)
9ef977133c7fbd2118d25769c57562b81b1f27cf,b6881e07d2abb8b6adb5a0962079be3ed8f197afc8127ef92b1043009a8c6c9df3f7bd1db762096dacc215ff9c3b18ed590fbc53f4a086f5846861a04d2bc23c,2015-07-07 08:00:00.000000 UTC,2015-07-07 08:15:00.000000 UTC,600,1.8,17031320100,17031839100,32,32,7.65,0.0,0.0,0.0,7.65,Credit Card,Taxi Affiliation Services,41.884987192,-87.620992913,POINT (-87.6209929134 41.8849871918),41.880994471,-87.632746489,POINT (-87.6327464887 41.8809944707)
6dcc84793c01b866877e4b6825d6e3218ecf2da5,2742542b733a640aa5bb36c8890918af5a70e671ee9d780019141873e41f6affc9b871df79cb01977f3c59a697b38d4963f13044d6a0b8d36cd7a22f77914929,2015-05-23 20:15:00.000000 UTC,2015-05-23 20:15:00.000000 UTC,180,0.6,17031320100,17031839100,32,32,4.25,0.0,0.0,1.0,5.25,Cash,Taxi Affiliation Services,41.884987192,-87.620992913,POINT (-87.6209929134 41.8849871918),41.880994471,-87.632746489,POINT (-87.6327464887 41.8809944707)
7fbe47d1f67aebe861bf43ecb190071f65c65732,7d80792fca2516fa6532807f21f9a667fb5d6f8bdb9f955d868ad09b73497a37269a84fc7c470488fbcaafee8550cc2082bebd62ba841cf69513f21b02bec926,2014-07-29 07:45:00.000000 UTC,2014-07-29 08:00:00.000000 UTC,590,1.5,17031320100,17031839100,32,32,7.85,0.0,,0.0,7.85,Cash,American United,41.884987192,-87.620992913,POINT (-87.6209929134 41.8849871918),41.880994471,-87.632746489,POINT (-87.6327464887 41.8809944707)
50f993670c33b33efbcbdaa35c77b04b468f5265,06f79ca21abf264c71d54bbc85ea74802099d681476d4d7aafb63426f8149dcb3eb677e5fc9394f1eca733a0a097196eac7a78c529598fb9f651206f1cd218b1,2015-07-30 11:15:00.000000 UTC,2015-07-30 11:15:00.000000 UTC,240,0.5,17031320100,17031839100,32,32,4.85,2.0,0.0,1.0,7.85,Credit Card,Dispatch Taxi Affiliation,41.884987192,-87.620992913,POINT (-87.6209929134 41.8849871918),41.880994471,-87.632746489,POINT (-87.6327464887 41.8809944707)
6a6aea5969100ae3a811dea544d6a97fcfb99a2b,a548c63608ec50e02a2311a0b6b1b2274995e3637ccb4ca7c3510c44756b5b0378906335f1e30563615c9ec8efd0f81ef97199ad869a68670f4d0eb85725ceaa,2020-01-10 21:30:00.000000 UTC,2020-01-10 21:30:00.000000 UTC,289,0.88,17031320100,17031839100,32,32,5.5,0.0,0.0,1.5,7.0,Cash,City Service,41.884987192,-87.620992913,POINT (-87.6209929134 41.8849871918),41.880994471,-87.632746489,POINT (-87.6327464887 41.8809944707)
dd6e68f9dc9c46e523ded227b6f21526e95ffabf,0ba01abed01028c96163e9dd8983fe1ae2b2be27977f65cade99f92a2a590d61df36db77678169536b19e4b2b884162ff411906ff6fed74d31e6f77808f0f563,2014-03-27 14:00:00.000000 UTC,2014-03-27 14:15:00.000000 UTC,300,0.7,17031320100,17031839100,32,32,5.45,0.0,0.0,0.0,5.45,Cash,KOAM Taxi Association,41.884987192,-87.620992913,POINT (-87.6209929134 41.8849871918),41.880994471,-87.632746489,POINT (-87.6327464887 41.8809944707)
8beae09fee6304376206e9590239224c74e78269,d6b9fdbd49ab2f061d9b2943b7d53a857fffbb54ab379a204eacff5bb94a2c335097608035b305452ef8e1b834e75e9405d7fadb793811de7d8341775d8dc182,2013-06-25 10:15:00.000000 UTC,2013-06-25 10:15:00.000000 UTC,660,1.0,17031320100,17031839100,32,32,7.05,0.0,0.0,0.0,7.05,Cash,Northwest Management LLC,41.884987192,-87.620992913,POINT (-87.6209929134 41.8849871918),41.880994471,-87.632746489,POINT (-87.6327464887 41.8809944707)
877dab1c9b724ba045ce6ace24a25272723b2ace,249ef6f75a49feebb50f4bc68cf7ba703c4006498c63b611ad836d6a092992f1256525b0f558600df409729df3a150b30fc0823452be6f0f0d5e4ecbf871c0ca,2017-06-09 21:30:00.000000 UTC,2017-06-09 21:30:00.000000 UTC,671,1.57,17031320100,17031839100,32,32,8.75,3.0,0.0,0.5,12.75,Credit Card,Chicago Carriage Cab Corp,41.884987192,-87.620992913,POINT (-87.6209929134 41.8849871918),41.880994471,-87.632746489,POINT (-87.6327464887 41.8809944707)
2ff71a215d7e28629ac3f3f7588146e80d3208ca,fad835cc49209188b39df1732b72e1869c6de00eeaebfb38011471aaf0e2599d2a23dc548e92d42660f832393bb7a43a82d8be0f37fcac8393c749da49db7951,2018-03-19 09:00:00.000000 UTC,2018-03-19 09:15:00.000000 UTC,240,0.4,17031320100,17031839100,32,32,4.75,0.0,0.0,0.0,4.75,Cash,Taxi Affiliation Services,41.884987192,-87.620992913,POINT (-87.6209929134 41.8849871918),41.880994471,-87.632746489,POINT (-87.6327464887 41.8809944707)
7bc90222f23a993d2ed200540f4fa021defeb5b3,cb8ce6a62c9c71e6f09795896fd6642dbb6be0250085fad80d9b9a68577c68a7715a3fab15b1d273e22c4a2d49940b3cad27de2b70c28d1f21e4a07473962f3f,2015-04-04 09:30:00.000000 UTC,2015-04-04 09:30:00.000000 UTC,120,0.6,17031320100,17031839100,32,32,4.45,0.0,0.0,1.0,5.45,Cash,,41.884987192,-87.620992913,POINT (-87.6209929134 41.8849871918),41.880994471,-87.632746489,POINT (-87.6327464887 41.8809944707)
a4f44f7368ce2ef958b03c0b5b3d6a31fa1a9461,94024afd53bfce6f81da57630f32bebb2242ef299c70eab08eab9090aff31841e0481b9a8818a410964faa08647dbb9428a4ba7d1453f21ba27b043a9e9fc295,2013-07-23 14:45:00.000000 UTC,2013-07-23 14:45:00.000000 UTC,480,0.8,17031320100,17031839100,32,32,6.05,0.0,0.0,0.0,6.05,Cash,Dispatch Taxi Affiliation,41.884987192,-87.620992913,POINT (-87.6209929134 41.8849871918),41.880994471,-87.632746489,POINT (-87.6327464887 41.8809944707)
39798e226698aafecb43a0bb6402feb1e8e5a3ec,7197b1e633c906b0a6284fc332c209fc3d105b9b74a6dc9b6389156965c792e2e550d5013686e294c551c1a7107e929eaa34f1fedcd7c2a2998808d34d915c1c,2018-03-15 18:45:00.000000 UTC,2018-03-15 18:45:00.000000 UTC,300,0.9,17031320100,17031839100,32,32,5.75,0.0,0.0,0.0,5.75,Cash,Choice Taxi Association,41.884987192,-87.620992913,POINT (-87.6209929134 41.8849871918),41.880994471,-87.632746489,POINT (-87.6327464887 41.8809944707)
f9ae54b32d6d10daf785aef032c467d646f1f495,1e09e6453a168cabfcca5a4c9f4d1cb01fd4b38f58e2d9c18e8c7aab202ec4479f4e0b5c00ada560cf6d0d352605c052c8748d9ea63d5de36a1f09b76a426207,2018-05-28 15:15:00.000000 UTC,2018-05-28 15:15:00.000000 UTC,360,0.0,17031320100,17031839100,32,32,7.5,0.0,0.0,1.0,8.5,Cash,Blue Ribbon Taxi Association Inc.,41.884987192,-87.620992913,POINT (-87.6209929134 41.8849871918),41.880994471,-87.632746489,POINT (-87.6327464887 41.8809944707)
603eba64ed458eb5a4c47896062b05d0d4f4bf65,ff77c388793ba916ad444aaa66e010eb825d721c810ff4f4e657f90dd9c2dc33f63316fae4cede540b0db46e9a8a306730f0c67a25756855148ae1f420abfeaf,2016-06-30 17:00:00.000000 UTC,2016-06-30 17:15:00.000000 UTC,780,0.0,17031320100,17031839100,32,32,8.25,0.0,0.0,0.0,8.25,Cash,Taxi Affiliation Services,41.884987192,-87.620992913,POINT (-87.6209929134 41.8849871918),41.880994471,-87.632746489,POINT (-87.6327464887 41.8809944707)
29085bc8ab5d3f4c648f3c863a465ccc415b2d84,d904764719c56cfb36906cb74c313be2fe666cf5b071dac821cd6f82efce5cd18c6563384bd7e670d91ae2b83d2955dabc75714bf0a9a63ed518f31d75c5d2bb,2018-05-14 16:15:00.000000 UTC,2018-05-14 16:15:00.000000 UTC,360,1.0,17031320100,17031839100,32,32,6.25,2.0,0.0,0.0,8.25,Credit Card,Choice Taxi Association,41.884987192,-87.620992913,POINT (-87.6209929134 41.8849871918),41.880994471,-87.632746489,POINT (-87.6327464887 41.8809944707)
389e2bdc2f8198c8a3289b46e26ba87b57f1b849,2519839bf9f934467cc32afcc9c18454ba976c46b3934f96a141dfe95f2fc75c8c02791e66cc2c1bd9eceb06b4b0189106ca578a835da7fce611aa17bb4f5eff,2016-04-20 13:00:00.000000 UTC,2016-04-20 13:00:00.000000 UTC,601,1.5,17031320100,17031839100,32,32,8.25,2.0,,0.0,10.25,Credit Card,Yellow Cab,41.884987192,-87.620992913,POINT (-87.6209929134 41.8849871918),41.880994471,-87.632746489,POINT (-87.6327464887 41.8809944707)
fca6c57bc67ec432e4381e0189b87a8d1fc7df8c,dcd7445fa9361798b3cbf8537d3ec6ee8d4c1e812adf7137b08bffc9aa9141b023006afc778f1d4f17ff4696d4d897b4ac5578e10cc9e49420cf87640b6382b4,2016-09-07 14:30:00.000000 UTC,2016-09-07 14:30:00.000000 UTC,540,1.2,17031320100,17031839100,32,32,7.5,0.0,0.0,1.0,8.5,Cash,Taxi Affiliation Services,41.884987192,-87.620992913,POINT (-87.6209929134 41.8849871918),41.880994471,-87.632746489,POINT (-87.6327464887 41.8809944707)
32295b10e81f04cc250c5f0b374747e153343661,8349fbeb9eb8d20c223bf09a6c57cbf7d4b1ad2434a794c8a1c1990d4f5935255c2998fb339cb1eae745a31f5d6d3142ed18060561ec3188763a6c409460aa44,2018-12-11 09:15:00.000000 UTC,2018-12-11 09:30:00.000000 UTC,518,0.76,17031320100,17031839100,32,32,6.75,0.0,0.0,0.0,6.75,Cash,City Service,41.884987192,-87.620992913,POINT (-87.6209929134 41.8849871918),41.880994471,-87.632746489,POINT (-87.6327464887 41.8809944707)
195744645041d10ebe9a2fd3a32dbc35e94fe1b4,6ef77e0e0e6d4b22a9c6f730b294a0b604c92cd43d557b078731d5b56091941d0a617465ef3c36772e2ac5dc07ba97bef4f7409727fefada4e41b5ff4f0dfef5,2016-05-05 13:15:00.000000 UTC,2016-05-05 13:15:00.000000 UTC,300,1.1,17031833000,17031839100,28,32,6.0,0.0,0.0,1.0,7.0,Cash,,41.88528132,-87.6572332,POINT (-87.6572331997 41.8852813201),41.880994471,-87.632746489,POINT (-87.6327464887 41.8809944707)
2f9d9ec62c14c590c1ae5b9c0917b8aceadceb2f,74605d6aa0c8ba08190a5824f79ef27172c59671b005826cfd31ea1bc4811d36bf8223ffdee4c34e656d97b1fc1c54040cff648beb24db031462e30b1249084c,2018-03-19 21:00:00.000000 UTC,2018-03-19 21:15:00.000000 UTC,720,0.1,17031833000,17031839100,28,32,10.0,0.0,0.0,1.0,11.0,Cash,Blue Ribbon Taxi Association Inc.,41.88528132,-87.6572332,POINT (-87.6572331997 41.8852813201),41.880994471,-87.632746489,POINT (-87.6327464887 41.8809944707)
54f4632bd42ed790e5cd1dd8fb144452796605c6,6c5a0fa721ea20077bbf38608238d3e7eddb67a9d1806063aef90363d8354c9f735f1a35ea059c7f05c1d1c2b51618a6c41b3ab350c68b6e86127dc4978ddb91,2016-05-12 11:00:00.000000 UTC,2016-05-12 11:00:00.000000 UTC,720,1.5,17031833000,17031839100,28,32,8.5,0.0,0.0,0.0,8.5,Cash,,41.88528132,-87.6572332,POINT (-87.6572331997 41.8852813201),41.880994471,-87.632746489,POINT (-87.6327464887 41.8809944707)
bdabc64b442cbe425c6c96edec4ae532af45d3e1,867ee706a760e0221499dac80d9a7ac935bc13c5f4c4e60ca8bdcd3f476cfcc49425f0d074bc671d0c12a6ea9bd20d3f0841acbd5fbf49cfc4c67efeced7052b,2013-05-31 20:00:00.000000 UTC,2013-05-31 20:15:00.000000 UTC,420,0.0,17031833000,17031839100,28,32,7.05,0.0,0.0,1.0,8.05,Cash,Blue Ribbon Taxi Association Inc.,41.88528132,-87.6572332,POINT (-87.6572331997 41.8852813201),41.880994471,-87.632746489,POINT (-87.6327464887 41.8809944707)
c02b43c2b1c4767322c65f56705d5f980305baf7,34247ab3db9fd32097ffb80bb56ec226cbc10fadc2026afc959299380399fcbb8631041ea0913ad394fe452654e2377971845775317849a63be9e2b0d7fc3cc9,2016-01-06 09:30:00.000000 UTC,2016-01-06 09:30:00.000000 UTC,360,0.6,17031280100,17031839100,28,32,5.5,1.0,0.0,0.0,6.5,Credit Card,Northwest Management LLC,41.885300022,-87.642808466,POINT (-87.6428084655 41.8853000224),41.880994471,-87.632746489,POINT (-87.6327464887 41.8809944707)
ee08f2eccd87917a2508917f20c4cbb24fcded2f,a050a2ba9ca649e543e82a5934e9a94cc52f1dac7322cb5bce919aba1042651ad20be66ecd7c9fcccc78bca21afe1b23363ebb3f7fd4557bd61aa2148e240e63,2019-04-25 15:30:00.000000 UTC,2019-04-25 15:45:00.000000 UTC,300,0.0,17031280100,17031839100,28,32,5.75,0.0,0.0,2.0,7.75,Cash,Blue Ribbon Taxi Association Inc.,41.885300022,-87.642808466,POINT (-87.6428084655 41.8853000224),41.880994471,-87.632746489,POINT (-87.6327464887 41.8809944707)
a125f8a0ea2998825c79a84d9a9956f0fe06993e,8423aff4ae55153cc18d090c35b73b5cb6376b828d836df8886249451810d8a4b4acfa0f02861c0042317ce2eec824fff308bab887c9adc461e38286a8d0ad78,2023-09-28 07:45:00.000000 UTC,2023-09-28 07:45:00.000000 UTC,318,0.69,17031280100,17031839100,28,32,5.5,4.0,0.0,0.0,10.0,Credit Card,Choice Taxi Association Inc,41.885300022,-87.642808466,POINT (-87.6428084655 41.8853000224),41.880994471,-87.632746489,POINT (-87.6327464887 41.8809944707)
4fcae0b9e2292daae9dc5c26a79eb6241c12ffce,c53face33b74e90c719c30c33f394050ca1e93ca6b11a805560a865d632e9b696d789e073af503ab0f87c19235bbc98859a5a0c51ce1a170f3be076fa864d6e5,2016-04-19 07:00:00.000000 UTC,2016-04-19 07:15:00.000000 UTC,189,0.6,17031280100,17031839100,28,32,4.75,0.0,,0.0,4.75,Cash,Flash Cab,41.885300022,-87.642808466,POINT (-87.6428084655 41.8853000224),41.880994471,-87.632746489,POINT (-87.6327464887 41.8809944707)
995850816ac413aea47225389125342cee275693,3faf465f2a9568fcd32838685114495ac74f11a3cf17d4c6b40dec65c8d7b6b2d55ae9ecd7f36230847461caff788b10aa8950cfdcd8fe2485a50fa1448bd260,2018-03-24 11:30:00.000000 UTC,2018-03-24 11:30:00.000000 UTC,404,0.9,17031280100,17031839100,28,32,6.0,0.0,0.0,1.0,7.0,Cash,Taxi Affiliation Service Yellow,41.885300022,-87.642808466,POINT (-87.6428084655 41.8853000224),41.880994471,-87.632746489,POINT (-87.6327464887 41.8809944707)
fbf5fb38c87b4dfa53795265545cc317a20751a4,9cf781e3591ef0900a7670c770394eb9318d418bd2e72d02e3411d7e38590ef58c32543e7d1adfffc7af17dd5f3b84931b5341c659972775631b1c2f0dde727d,2014-02-10 09:30:00.000000 UTC,2014-02-10 09:45:00.000000 UTC,420,0.8,17031280100,17031839100,28,32,5.85,1.0,0.0,0.0,6.85,Credit Card,,41.885300022,-87.642808466,POINT (-87.6428084655 41.8853000224),41.880994471,-87.632746489,POINT (-87.6327464887 41.8809944707)
b8eb961654603925505b3b0a6d65d735d364c8fb,8da9e1d18757022c6a6a614fc2d38483e38aae441feff500095a83ebc68006cf88329f2c28e35ba92ead14037739f9971a8a2852f946ebc59d0160c4f1104ec8,2019-11-13 09:15:00.000000 UTC,2019-11-13 09:30:00.000000 UTC,231,0.49,17031280100,17031839100,28,32,4.75,1.0,0.0,0.0,6.25,Credit Card,Sun Taxi,41.885300022,-87.642808466,POINT (-87.6428084655 41.8853000224),41.880994471,-87.632746489,POINT (-87.6327464887 41.8809944707)
47abe2ec368ab3a7f971672595affd994f9abbbb,a548c63608ec50e02a2311a0b6b1b2274995e3637ccb4ca7c3510c44756b5b0378906335f1e30563615c9ec8efd0f81ef97199ad869a68670f4d0eb85725ceaa,2013-06-06 07:30:00.000000 UTC,2013-06-06 07:30:00.000000 UTC,300,0.7,17031280100,17031839100,28,32,5.25,2.0,0.0,0.0,7.25,Credit Card,,41.885300022,-87.642808466,POINT (-87.6428084655 41.8853000224),41.880994471,-87.632746489,POINT (-87.6327464887 41.8809944707)
c034650bea45613e644fde414cef697462af0b48,ba569986c43f453eecf59ffa5e73855a766c48a39cd9be56bc63d9baf17d2ab44b46fe0dcac93232c7169c8894622e9933cbe052b77bddacd93eb187c62bda0e,2019-04-03 16:15:00.000000 UTC,2019-04-03 16:15:00.000000 UTC,480,1.2,17031280100,17031839100,28,32,7.0,0.0,0.0,0.0,7.0,Cash,KOAM Taxi Association,41.885300022,-87.642808466,POINT (-87.6428084655 41.8853000224),41.880994471,-87.632746489,POINT (-87.6327464887 41.8809944707)
51acb4a91a85c652321ceb09421faff5958d7221,f42c343b2e5a642cf852ee906135b0c877481a9154453641617f6f841cf18e12034aacb687e7e5a4b735137074fc670e029007781414c678ae21f72bd4469b49,2018-07-17 08:00:00.000000 UTC,2018-07-17 08:00:00.000000 UTC,384,0.7,17031280100,17031839100,28,32,5.75,0.0,0.0,0.0,5.75,Cash,City Service,41.885300022,-87.642808466,POINT (-87.6428084655 41.8853000224),41.880994471,-87.632746489,POINT (-87.6327464887 41.8809944707)
c4120eeb7126c2d673a5f3678960587e72a31355,e1b4b14cef919ac34dafda2bfd6b660052f29165b3aebb4c19e42040446272b8f63de5424f34d6ef774375e0f10697af3c5652ed0e48e7d2243997f811f908be,2015-03-25 12:30:00.000000 UTC,2015-03-25 12:45:00.000000 UTC,240,0.6,17031280100,17031839100,28,32,5.05,0.0,0.0,1.0,6.05,Cash,Taxi Affiliation Services,41.885300022,-87.642808466,POINT (-87.6428084655 41.8853000224),41.880994471,-87.632746489,POINT (-87.6327464887 41.8809944707)
eee24b6620c0f532be9c648d1ec341b8d01a42bc,950e53229d6004631b8c055315aefe52597e457f8b335dbd404f6d96a36fa5c5a65bb8f869b4294fc418625ef4d77b8af488233c1536469edcca3655e8f9528f,2018-11-19 09:45:00.000000 UTC,2018-11-19 09:45:00.000000 UTC,493,0.89,17031280100,17031839100,28,32,6.75,2.0,0.0,0.0,9.25,Credit Card,Chicago Carriage Cab Corp,41.885300022,-87.642808466,POINT (-87.6428084655 41.8853000224),41.880994471,-87.632746489,POINT (-87.6327464887 41.8809944707)
df972e7b056022a0bcc77d25c0bc1367e35f702c,6b1e58381fb031270bec7b7ffb60c6ef85218aecb69082d978f2c84ff7f4bc29a1d5af025e7e9d5e643951eb5d793ee74254edcb1769ddcc1c1d61c95d46b43b,2015-01-08 10:00:00.000000 UTC,2015-01-08 10:15:00.000000 UTC,420,0.5,17031280100,17031839100,28,32,5.85,0.0,0.0,0.0,5.85,Cash,Taxi Affiliation Services,41.885300022,-87.642808466,POINT (-87.6428084655 41.8853000224),41.880994471,-87.632746489,POINT (-87.6327464887 41.8809944707)
